gene_id	gene_short_name	locus	ECT105_R1	ECT105_R2	ECT115_R1	ECT115_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000035557	Krt17	chr11:100256216-100261029	562.336272639826	690.134922684068	3112.86511317738	3062.93380146672	1857.067527492	2.30074430431171	0.261979993894566	8.78213740717026	1.60396967999836e-18	2.10825774738984e-14
ENSMUSG00000045545	Krt14	chr11:100203161-100207548	2188.99680764186	2278.80666428002	9900.30043646894	7919.66431130765	5571.94205492461	1.99589947447881	0.253715490610255	7.86668354257017	3.64166289872719e-15	2.39330085704351e-11
ENSMUSG00000021186	Fbln5	chr12:101746564-101819055	452.612121880835	486.969255004691	1947.77362235796	1721.21533867121	1152.14258447867	1.96504938475944	0.265591257495179	7.39877284851934	1.3744873512119e-13	6.02208724810975e-10
ENSMUSG00000052217	Hbb-bh1	chr7:103841636-103843164	277.053480666451	639.867128619068	21.1714524169344	50.8069587921019	247.224755123639	-3.69382953396178	0.538343244102875	-6.86147652900777	6.8152403361811e-12	2.23948797446911e-08
ENSMUSG00000050328	Hoxc12	chr15:102936756-102938609	37.0319008811593	54.4567769037504	358.591475311826	295.509862362226	186.39750386474	2.82897082185637	0.420090108976405	6.73420002377458	1.64834291766158e-11	4.33316386194876e-08
ENSMUSG00000025064	Col17a1	chr19:47646343-47692094	1767.93037910423	1893.42024311502	9184.44070162134	5633.35116566306	4619.78562237591	2.01698239327175	0.305367829469665	6.60509129849947	3.97272436968613e-11	8.2470397870609e-08
ENSMUSG00000028766	Alpl	chr4:137741732-137796384	1826.90711013719	1216.89951465689	233.547584474307	375.349369035529	913.175894575978	-2.32448730703745	0.353539135798266	-6.57490804176155	4.86832461670998e-11	8.2470397870609e-08
ENSMUSG00000032394	Igdcc3	chr9:65141188-65185872	5741.31618846417	3124.98119770753	275.228881420147	793.210683182816	2483.68423769367	-3.05502927137067	0.464971629419628	-6.57035629288592	5.01950078336025e-11	8.2470397870609e-08
ENSMUSG00000005917	Otx1	chr11:21994763-22002897	31.5456933432097	65.976479710313	574.937254697374	288.251725391925	240.177788285706	3.13504945415828	0.499476292162547	6.27667319420644	3.45894048898242e-10	5.05159042079833e-07
ENSMUSG00000026676	Ccdc3	chr2:5137775-5230878	1600.60104919677	882.82813326657	168.048403559417	285.141095261797	734.154670321139	-2.45743850487082	0.396608999631863	-6.19612390831234	5.78705750096663e-10	7.60650837927054e-07
ENSMUSG00000051323	Pcdh19	chrX:133582859-133688987	754.353536468059	544.567769037504	153.493030022774	160.715890056649	403.282556396247	-2.04710503384385	0.332430982717038	-6.15798508644523	7.36762919603945e-10	8.80364710479478e-07
ENSMUSG00000001656	Hoxc11	chr15:102954426-102957708	41.1465565346214	45.0315655165629	244.133310682774	271.661698031239	150.493282691299	2.5781445907333	0.421754054922608	6.11291002574091	9.78305346575098e-10	1.07157045628192e-06
ENSMUSG00000009097	Tbx1	chr16:18580978-18590671	75.4353536468059	99.4883424203133	392.995085489344	427.193204537674	248.777996523534	2.22352617336813	0.36512003333291	6.08984983122183	1.1301664717572e-09	1.14268523882897e-06
ENSMUSG00000001473	Tubb6	chr18:67390716-67402748	5425.85925503208	3315.57991687065	486.281797701461	1097.01555922539	2581.18413220739	-2.46642141742159	0.407609406731075	-6.05094332145489	1.44000109174492e-09	1.3519553107068e-06
ENSMUSG00000029288	Ambn	chr5:88455990-88468531	43.8896603035962	59.693005452188	940.806416777521	227.075999499394	317.866270508175	3.49295864718099	0.583312851952621	5.98813935864506	2.12255164858606e-09	1.85992125793435e-06
ENSMUSG00000053024	Cntn2	chr1:132511781-132543256	2734.87445766784	1716.43571817783	414.828145794308	660.490464297325	1381.65719648432	-2.05097451289958	0.352231509825182	-5.82280249122943	5.7868929676989e-09	4.75393257296465e-06
