gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	ECT105_R1	ECT105_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	4714.1834391562	5835.59875946844	536.843497859928	512.552913285837	2899.7946524426	3.3302322395496	0.233220119603295	14.2793522497728	2.9432439342089e-46	2.00567357896666e-42
ENSMUSG00000064294	Aox3	chr1:58113135-58200698	10.7876051239272	3.82211079346898	822.041606098014	1471.24822949822	576.974887878407	-7.44487477561365	0.520543896612894	-14.3021075149597	2.12282111600345e-46	2.00567357896666e-42
ENSMUSG00000046743	Fat4	chr3:38886939-39011985	111.921403160745	91.7306590432556	1356.64825605019	1916.53921562528	869.209883469868	-4.01613103992659	0.291144034397492	-13.7943099134343	2.75779227671541e-43	1.25286503131181e-39
ENSMUSG00000036030	Prtg	chr9:72806873-72917291	3848.47812796104	4614.05214987576	494.343387612684	477.644824507233	2358.62962248918	3.12269335134716	0.23204414920795	13.4573242290574	2.78831829043214e-41	9.5004974950749e-38
ENSMUSG00000045545	Krt14	chr11:100203161-100207548	172.601681982836	189.576695356062	1785.00463038426	1852.68295566442	999.966490846894	-3.32496475970119	0.248586804785536	-13.3754676261668	8.41229660120288e-41	2.29302380755588e-37
ENSMUSG00000028681	Ptch2	chr4:117096074-117115383	36.4081672932544	19.1105539673449	735.922961649651	1209.86327205843	500.32623874217	-5.18615249975162	0.388930850946536	-13.3343819013847	1.4606025665937e-40	3.3177587300176e-37
ENSMUSG00000051397	Tacstd2	chr6:67534061-67535796	111.921403160745	79.4999045041548	1487.50385865355	1220.93169045164	724.964214192524	-3.83871817045928	0.291086071334393	-13.1875707857194	1.0346583250566e-39	2.01447975888519e-36
ENSMUSG00000021281	Tnfaip2	chr12:111442468-111455018	17.5298583263818	7.64422158693796	561.448824845174	641.968266806513	307.147792891252	-5.68543092446574	0.437291837094318	-13.0014567896895	1.20034696212154e-38	2.04494109334431e-35
ENSMUSG00000026042	Col5a2	chr1:45374320-45503282	458.473217766907	248.437201575484	4673.893703243	5018.25061612412	2599.76368467738	-3.78570600676953	0.291580129409403	-12.9834156203905	1.51950100776821e-38	2.301031026097e-35
ENSMUSG00000016763	Scube1	chr15:83605002-83725021	686.36137600987	589.369484352917	4994.88137800508	4563.5940452028	2708.55157089267	-2.90733551326317	0.228183937234412	-12.7411926908619	3.49018012029004e-37	4.7567664859433e-34
ENSMUSG00000071192	Wfikkn1	chr17:25877629-25880305	463.867020328871	449.480229311952	12.3026634926233	11.0684183932157	234.179582881666	5.29472813457064	0.432777837893138	12.2342866731499	2.03888129913927e-34	2.52617392963355e-31
ENSMUSG00000032744	Heyl	chr4:123233555-123249875	21.5752102478545	35.9278414586084	549.146161352551	724.555696355892	332.801227353726	-4.42812880382869	0.370028638840477	-11.9669894138591	5.29139550242369e-33	5.65443997727026e-30
ENSMUSG00000039238	Zfp750	chr11:121510977-121519333	12.1360557644181	7.64422158693796	468.619636673562	426.559816538545	228.739932640866	-5.56364106382013	0.464977305693029	-11.9654034631384	5.39347859010297e-33	5.65443997727026e-30
ENSMUSG00000048251	Bcl11b	chr12:107910402-108003602	146.981119813509	150.591165262678	1211.25314204646	1322.25028958954	707.768929178048	-3.08909225374546	0.261218905382588	-11.8256840913605	2.87550577586799e-32	2.79930487280749e-29
ENSMUSG00000022996	Wnt10b	chr15:98770711-98778150	75.5132358674906	84.8508596150114	810.857366559266	1257.5426128292	557.191018717743	-3.68448963932833	0.318292252667391	-11.5758068518826	5.4654623816705e-31	4.96591911998581e-28
ENSMUSG00000006411	Nectin4	chr1:171370098-171388598	133.4966134086	85.6152817737052	1061.38433222723	1319.69603919111	650.048066650161	-3.45977253785741	0.304244518851807	-11.3716840353092	5.78603454491467e-30	4.92861655079013e-27
