gene_id	gene_short_name	locus	MES105_R1	MES105_R2	MES115_R1	MES115_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000016918	Sulf1	chr1:12692276-12861192	100.908354291894	172.913951721104	2392.49854600198	1281.42318120521	986.936008305047	3.75986998509841	0.380339750401865	9.88555621947419	4.80903648925536e-23	6.46238323426136e-19
ENSMUSG00000034435	Tmem30b	chr12:73543401-73546392	6.72722361945962	31.0704756998859	367.623721730965	391.797400509766	199.304705390019	4.44243841545004	0.531403026419577	8.35982897083173	6.28092451821497e-17	4.22015318378864e-13
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	215.271155822708	178.317512712389	3.36497685794934	6.46530363877502	100.854737257955	-5.39479752052702	0.660766075231957	-8.16445898593269	3.22879008062541e-16	1.09901619718728e-12
ENSMUSG00000075334	Rprm	chr2:54084092-54085552	49.1087324220552	86.4569758605521	953.970939228637	487.483894363637	394.25513546872	3.43443256803277	0.420737988749574	8.16287727723338	3.27136835001422e-16	1.09901619718728e-12
ENSMUSG00000033060	Lmo7	chr14:101729956-101934710	201.143986221843	299.89763501629	1493.20848071502	1113.32528659706	776.893847137552	2.38701162359809	0.33048408396605	7.22277331771084	5.09378864889137e-13	1.36900663727604e-09
ENSMUSG00000053007	Creb5	chr6:53287269-53700376	6.72722361945962	10.807121982569	308.736626716852	99.5656760371353	106.459162089004	4.59877776318821	0.650810704703687	7.06622944267953	1.59200111202158e-12	3.565551823891e-09
ENSMUSG00000027500	Stmn2	chr3:8509359-8561606	12.7817248769733	39.1758171868127	443.335701034825	221.113384446106	179.101656886179	3.74480269754777	0.534737126454703	7.00307218684391	2.50409725149214e-12	4.80715126650734e-09
ENSMUSG00000024565	Sall3	chr18:80966375-80986578	4499.16715669459	2676.11358093365	568.681088993438	850.833958862793	2148.69894637112	-2.3399223664555	0.337926863337599	-6.9243455324765	4.37995659244481e-12	7.35723208615918e-09
ENSMUSG00000036295	Lrrn3	chr12:41451667-41486431	32.2906733734062	41.8775976824549	473.620492756369	215.941141535086	190.932476336829	3.23507947143524	0.470536911850966	6.87529371226013	6.18622669707178e-12	9.23672381725007e-09
ENSMUSG00000026394	Atp6v1g3	chr1:138273737-138289462	39.6906193548118	62.1409513997718	433.240770460977	296.110906655896	207.795811967864	2.86595322362233	0.418643435552785	6.84580953679128	7.60445990321087e-12	1.02188732179348e-08
ENSMUSG00000022103	Gfra2	chr14:70890119-70979838	8.07266834335154	10.807121982569	248.167043273764	95.6864938538703	90.6833318633886	4.22398620305765	0.634135512751483	6.6610150640042	2.71942764081106e-11	3.32215169429264e-08
