gene_id	gene_short_name	locus	ECT115_R1	ECT115_R2	ECT125_R1	ECT125_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000022206	Npr3	chr15:11839895-11907287	45.4358654187031	56.6225508927585	843.64007063941	534.178868030462	369.969338745333	3.764461737494	0.39828895316852	9.45158460345551	3.33739486175101e-21	4.48846234956893e-17
ENSMUSG00000063415	Cyp26b1	chr6:84571413-84593908	5148.35357813305	2965.29837175337	711.664693252254	634.643701008668	2364.99008603684	-2.59130556317948	0.336356565895523	-7.70404334543115	1.31827100700054e-14	5.90980892438344e-11
ENSMUSG00000071984	Fndc1	chr17:7738568-7827302	30.551702609128	36.9277505822338	784.334679535055	291.593051814793	285.851796135303	4.00339176747239	0.519073085151042	7.71257821296489	1.23301065395014e-14	5.90980892438344e-11
ENSMUSG00000042607	Asb4	chr6:5383385-5433022	1970.97650678374	624.078984839751	60.1406783030074	123.74326988779	694.734859953573	-3.82749138477771	0.530123499040648	-7.21999947503597	5.19877749502611e-13	1.74795896326516e-09
ENSMUSG00000025407	Gli1	chr10:127329881-127341974	600.85015131285	1262.9290699124	48.4466575218671	115.167003657944	506.848220601264	-3.52038343306086	0.491609691482054	-7.16093171891703	8.01305567726021e-13	1.79612643005788e-09
ENSMUSG00000028681	Ptch2	chr4:117096074-117115383	635.318738871866	2434.76968838861	77.6817094747179	129.869174337681	819.40982776822	-3.89053023895501	0.542230575751478	-7.17504768808568	7.22819860644117e-13	1.79612643005788e-09
ENSMUSG00000019929	Dcn	chr10:97479608-97518143	25.8514406692621	13.5401752134857	459.407959259084	198.479304176456	174.319719829572	4.03661882613888	0.567967943746146	7.10712439070866	1.18485640206271e-12	2.27644767876305e-09
ENSMUSG00000047414	Flrt2	chr12:95692225-95785215	254.597521742733	241.261303803927	2074.0181142551	1027.92676669165	899.450926623352	2.64557264042719	0.384141115137323	6.88698120606396	5.69887474789862e-12	9.58052081056107e-09
ENSMUSG00000040055	Gjb6	chr14:57123302-57133611	181.743461674812	329.887905201288	1747.42081958183	1204.35281484849	865.851250326606	2.53407599622236	0.380698695625435	6.65638213458869	2.80649998207211e-11	4.19384647320975e-08
ENSMUSG00000031654	Cbln1	chr8:87468404-87472609	233.446343013337	262.18702913386	30.9056263501566	33.0798840294093	139.904720631691	-2.95523386957909	0.449847434572866	-6.56941363328015	5.0513783329153e-11	6.79359871993779e-08
ENSMUSG00000054146	Krt15	chr11:100131757-100135928	83.8213379276075	80.0101262615065	2150.86453653117	367.554266993437	670.56256692843	3.94265014109346	0.609945632705472	6.46393699649174	1.02013359678696e-10	1.2472524311989e-07
ENSMUSG00000074934	Grem1	chr2:113746163-113758646	78.337698997764	436.978381889766	3.34114879461152	9.80144711982498	132.114669200492	-5.34332020276482	0.834248138640529	-6.40495310121059	1.50415609671217e-10	1.68578294539017e-07
ENSMUSG00000042808	Gpx2	chr12:76792334-76795554	672.137457400815	1048.74811653544	196.292491683427	142.120983237462	514.824762214286	-2.34113582736639	0.370965776845461	-6.3109213126732	2.77379206174659e-10	2.86959457218692e-07
ENSMUSG00000031906	Smpd3	chr8:106252547-106337988	569.515071713744	1537.42534924033	163.716290935965	105.365556538119	594.00556710704	-2.96371801641089	0.478100919286927	-6.19893812551372	5.68453721293759e-10	5.46081006977126e-07
ENSMUSG00000046352	Gjb2	chr14:57098599-57104702	1216.58446543527	1628.51380067651	6182.79584442862	4413.1015657012	3360.2489190604	1.89786975469869	0.307817403361242	6.16557002292502	7.02296826912871e-10	6.2967933501008e-07
ENSMUSG00000067586	S1pr3	chr13:51408638-51422797	1284.73826356333	1227.23224434957	275.644775555451	392.057884792999	794.918292065337	-1.91467829563337	0.315358171689356	-6.07144024642375	1.26768131021329e-09	1.06556537131616e-06
ENSMUSG00000001473	Tubb6	chr18:67390716-67402748	575.782087633565	1302.31867053344	164.551578134618	154.372792137243	549.256282109718	-2.55577535086109	0.425107464462558	-6.01206886379242	1.83170475994112e-09	1.44909395979107e-06
ENSMUSG00000025650	Col7a1	chr9:108953585-108984875	1129.62961954776	1238.31056952424	3546.62944548013	3319.01503095073	2308.39616637572	1.53622855314851	0.260215851002425	5.90367015395305	3.5550259807468e-09	2.65619691194798e-06
ENSMUSG00000062372	Otof	chr5:30367061-30461932	85.3880919075627	155.096552445382	2.50586159595864	7.35108533986874	62.585397822193	-4.67830709161262	0.795068495180517	-5.88415604438009	4.00090233982268e-09	2.83200713517238e-06
ENSMUSG00000025219	Fgf8	chr19:45736797-45742915	3702.23965463433	7688.35767122107	1161.0492061275	1372.2025967755	3480.9622821896	-2.16875702794589	0.371493015486545	-5.83794832617639	5.28475411201949e-09	3.5537329026275e-06
ENSMUSG00000042499	Hoxd11	chr2:74682322-74684168	607.900544222648	97.2430765332156	20.0468927676691	19.60289423965	186.198351940796	-4.15491039315042	0.71735691778248	-5.79197090061421	6.95651975991923e-09	4.4551540119597e-06
ENSMUSG00000029449	Rhof	chr5:123103043-123132692	86.954845887518	171.098577697683	5.01172319191728	9.80144711982498	68.2166484742359	-4.15820285241984	0.724174149545669	-5.74199293778796	9.35687254662852e-09	5.72002631270941e-06
ENSMUSG00000016763	Scube1	chr15:83605002-83725021	2871.86004525803	4867.07752673841	806.887433898683	1150.44485568946	2424.06746539615	-1.98372903245551	0.350291084684783	-5.66308741268881	1.48673373791339e-08	8.69351393095531e-06
ENSMUSG00000033737	Fndc3c1	chrX:106420040-106485401	1255.75331493416	1051.20996657425	177.080886114411	346.726191863809	707.692589871658	-2.14410527326598	0.38280232467577	-5.6010769398593	2.13024150807891e-08	1.19373408508972e-05
ENSMUSG00000024087	Cyp1b1	chr17:79706952-79715041	387.771610038932	344.659005434182	1423.32938650451	1040.17857559143	798.984644392262	1.7496416762978	0.313624233295439	5.57878343109286	2.42206568276561e-08	1.29916346050862e-05
ENSMUSG00000028255	Clca1	chr3:145003816-145032776	131.607334316243	311.424029910172	27.5644775555451	15.9273515697156	121.630798337919	-3.32704032380808	0.597686183086299	-5.56653377300458	2.59856435777401e-08	1.29916346050862e-05
ENSMUSG00000039405	Prss23	chr7:89507782-89527187	238.92998194318	289.267379560831	1217.01344843725	790.241674035889	633.863120994287	1.92910650250552	0.346594446387469	5.56588982487306	2.60818004563408e-08	1.29916346050862e-05
ENSMUSG00000030047	Arhgap25	chr6:87458544-87533259	31.3350795991056	39.3896006210494	290.679945131203	171.525324596937	133.232487487074	2.71913025615969	0.498312459407089	5.45667724101263	4.85127010033843e-08	2.33016898498041e-05
ENSMUSG00000027004	Frzb	chr2:80411969-80447625	255.380898732711	487.446307685486	39.2584983366854	74.7360342886655	214.205434760887	-2.7138633786684	0.498142697275226	-5.44796379333246	5.09497262043465e-08	2.36283747490433e-05
ENSMUSG00000056427	Slit3	chr11:35121223-35708507	1252.61980697425	375.432130919377	122.787218201973	116.392184547922	466.807835160879	-2.76824098992746	0.511658238520258	-5.41033209576249	6.29079804140402e-08	2.72919170512395e-05
ENSMUSG00000018909	Arrb1	chr7:99535465-99606771	1472.74874115796	3717.39355861153	519.548637562092	566.033571169893	1568.93112712537	-2.25691955221663	0.418506421657617	-5.39279551142236	6.93698823883891e-08	2.91548608825452e-05
ENSMUSG00000027868	Tbx15	chr3:99240380-99354259	473.943078936472	137.863602173673	14.199882377099	39.2057884792999	166.303087991636	-3.54290754885217	0.664337130463596	-5.3329964356799	9.66052085660474e-08	3.82130426471992e-05
ENSMUSG00000047786	Lix1	chr17:17402671-17459387	476.293209906405	97.2430765332156	17.5410311717105	26.9539795795187	154.507824297712	-3.70236993292072	0.694231201565263	-5.33305032181368	9.65765336362153e-08	3.82130426471992e-05
ENSMUSG00000005917	Otx1	chr11:21994763-22002897	680.754604290569	342.197155395366	2116.6177613864	1808.36699360771	1236.98412867001	1.93701768407924	0.3717109165906	5.21108635131277	1.87738038028115e-07	6.66031882596666e-05
ENSMUSG00000052504	Epha3	chr16:63543533-63864158	296.899879201525	268.341654230899	28.3997647541979	66.1597680588186	164.95026656136	-2.59889312034227	0.498766232506899	-5.21064368628107	1.88186568062111e-07	6.66031882596666e-05
ENSMUSG00000071553	Cpa2	chr6:30541581-30564476	724.623715729317	244.954078862151	73.5052734814535	75.9612151786436	279.761070812891	-2.70066500423512	0.517660911836516	-5.21705414197475	1.81791135019954e-07	6.66031882596666e-05
ENSMUSG00000047428	Dlk2	chr17:46297420-46303271	108.889401606892	64.0081010092052	489.478298410588	332.024021184071	248.599955552689	2.23971066429053	0.432094672989223	5.18337948671353	2.179010447695e-07	7.51423372078208e-05
