gene_id	gene_short_name	locus	MES095_R1	MES095_R2	MES105_R1	MES105_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000001823	Hoxd12	chr2:74675012-74677705	8.29664301134578	9.64879494289277	6117.17258293057	6651.68386587781	3196.70047169066	-9.48590714793414	0.444743925668296	-21.3289189586572	6.12060527954356e-101	8.58476096508779e-97
ENSMUSG00000024247	Pkdcc	chr17:83215291-83225070	9861.94299281969	9060.21845137631	166.535244008782	194.81360971277	4820.87757447939	5.71590164269847	0.275976664737163	20.711539680872	2.72602837856655e-95	1.91176370188872e-91
ENSMUSG00000038203	Hoxa13	chr6:52257693-52260880	11.0621906817944	6.03049683930798	3182.1554425198	3952.31446554264	1787.89064889589	-8.66312652369768	0.457673748819141	-18.9286069958124	6.62922897263089e-80	3.09938551900403e-76
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	7095.47347314761	8969.76099878669	213.165112331241	176.132852617025	4113.63310922064	5.36130852113827	0.287757206630787	18.6313614310873	1.78914854634719e-77	6.27364937776641e-74
ENSMUSG00000063415	Cyp26b1	chr6:84571413-84593908	573.390217006342	457.111660419545	18496.0703405913	16238.9152753727	8941.37187334748	-5.07381497200117	0.27443968652865	-18.4879054344478	2.58397965315597e-76	7.24857972303313e-73
ENSMUSG00000027210	Meis2	chr2:115863063-116065839	4605.55872052039	5479.30942819523	83.933762980426	120.09058132979	2572.22312325646	5.64431326316104	0.305695309072241	18.4638530446903	4.03503134125433e-76	9.43255826540553e-73
ENSMUSG00000024521	Pmaip1	chr18:66458603-66465550	14.7495875757258	8.44269557503118	2684.54813342156	6235.3698506012	2235.77756679338	-8.5572786951615	0.486410469479702	-17.5927107496575	2.80149823781038e-69	5.61340204050405e-66
ENSMUSG00000001819	Hoxd13	chr2:74668309-74671599	195.432035378367	164.029514029177	7739.89200055214	14578.9965734365	5669.58753084905	-5.95432628249624	0.339745671886912	-17.5258341023935	9.09972270328587e-69	1.5954088829536e-65
ENSMUSG00000067860	Zic3	chrX:58022699-58041736	45.1706119506604	55.4805709216334	1896.50335877201	2014.85308675536	1003.00190709992	-5.28706012138193	0.32086154934028	-16.4776992826115	5.30661871620031e-61	8.27007045704728e-58
ENSMUSG00000022485	Hoxc5	chr15:103013814-103017429	1269.3863807359	1227.80915648311	11.9905375686323	14.6777377180854	630.965953126432	6.58070582878378	0.404053876572482	16.2867038539681	1.22664624439356e-59	1.7204940223864e-56
ENSMUSG00000031734	Irx3	chr8:91798524-91802067	1792.99673967417	1408.72406166234	13.9889604967377	4.00301937765966	804.928195302728	7.30900443510261	0.449635356564333	16.2554041367004	2.04515296105064e-59	2.60775594833603e-56
ENSMUSG00000005503	Evx1	chr6:52313497-52318378	12.9058891287601	14.4731924143392	1468.84085215746	1294.30959877662	697.632383119295	-6.66478598363392	0.411073366341615	-16.2131301352549	4.07285659802298e-59	4.76049055365586e-56
ENSMUSG00000017491	Rarb	chr14:16430838-16819156	1350.5091124024	1195.24447355084	7.99369171242153	8.00603875531933	640.438329105245	7.31439936881531	0.458553103056395	15.9510410464189	2.80187053512965e-57	3.02300277890219e-54
ENSMUSG00000031654	Cbln1	chr8:87468404-87472609	28.5773259279688	31.3585835644015	1330.28352914215	1457.09905346812	711.829623025659	-5.54314343749356	0.349633932184673	-15.8541346455061	1.31628214345418e-56	1.31872666743488e-53
ENSMUSG00000025927	Tfap2b	chr1:19208913-19238576	6.45294456438005	2.41219873572319	2324.83200636259	4910.37043659585	1811.01689656464	-9.60499637151708	0.608245795504551	-15.791307465676	3.57100739670796e-56	3.33912998308173e-53
ENSMUSG00000069171	Nr2f1	chr13:78188972-78199757	965.176136986559	1001.06247532513	22.6487931851943	22.6837764734048	502.892795492571	5.43884822517237	0.367469108914312	14.8008311262992	1.44683722238247e-49	1.26833368007103e-46
ENSMUSG00000002633	Shh	chr5:28456814-28467256	15.6714367992087	10.8548943107544	913.27927814416	987.411446489384	481.804263935877	-6.14059754914953	0.422236404596336	-14.5430320131208	6.46638716028624e-48	5.33514978295146e-45
ENSMUSG00000000690	Hoxb6	chr11:96292475-96301569	816.758412005818	861.15494865318	9.32597366449178	5.33735917021288	423.144173373426	6.74605694680428	0.473724385145912	14.2404679985524	5.13817994875315e-46	4.00378399784509e-43
ENSMUSG00000063972	Nr6a1	chr2:38723369-38927688	1920.21193251481	3205.81211977612	47.296009298494	85.3977467234062	1314.67945207821	5.30027712158539	0.372320565930497	14.2357892810434	5.49391185148972e-46	4.05566355942078e-43
ENSMUSG00000048763	Hoxb3	chr11:96323325-96347930	779.884443066504	1289.32022424405	18.6519473289836	17.3464173031919	526.300757985681	5.83550444863285	0.414989403778908	14.0618155439502	6.51920051133691e-45	4.57191531860057e-42
ENSMUSG00000020160	Meis1	chr11:18879816-19018985	1382.7738352243	1922.52239237138	56.6219829629858	73.3886885904272	858.826724787274	4.68346807979127	0.334459444674626	14.0030971000012	1.49223302563139e-44	9.96669543690753e-42
ENSMUSG00000038700	Hoxb5	chr11:96303511-96306120	766.056704714261	815.323172674439	10.658255616562	5.33735917021288	399.343873043869	6.51940269797182	0.465992196160051	13.9903688338434	1.78483885600352e-44	1.13791589974115e-41
ENSMUSG00000020875	Hoxb9	chr11:96271456-96276595	947.661001740385	1161.47369125072	24.6472161132997	37.3615141914902	542.785855823973	5.12846234921395	0.366728834579795	13.9843444682779	1.94258486445801e-44	1.18463892647339e-41
ENSMUSG00000056648	Hoxb8	chr11:96281904-96285315	779.884443066504	862.361048021041	19.9842292810538	13.3433979255322	418.893279573533	5.57124120413489	0.398785884704193	13.9705075275356	2.35939297237341e-44	1.37886857627123e-41
ENSMUSG00000027276	Jag1	chr2:137081455-137116644	173.307654014779	184.533203282824	2721.1858871035	4115.10392023413	1798.53266615881	-4.25589309902434	0.311038696736016	-13.6828412145656	1.28569101308664e-42	7.21324085982127e-40
ENSMUSG00000075394	Hoxc4	chr15:103018933-103036852	697.839862176529	820.147570145886	11.9905375686323	18.6807570957451	387.164681746698	5.6900407989845	0.417238495866154	13.6373821096551	2.40023320708974e-42	1.2948334985631e-39
ENSMUSG00000023232	Serinc2	chr4:130253494-130279205	22.1243813635888	18.0914905179239	712.104703381551	942.043893542574	423.591117201409	-5.3507808571435	0.400554206133702	-13.3584438141125	1.05751907274688e-40	5.49361574605472e-38
ENSMUSG00000057777	Mab21l2	chr3:86545580-86548283	148.417724980741	110.961141843267	3604.48882132607	2204.32933729792	1517.049256362	-4.48200282353289	0.336425880799648	-13.3224079338951	1.71485987949075e-40	8.59022309633474e-38
ENSMUSG00000033965	Slc16a2	chrX:103697413-103821983	132.746288181533	74.778160807419	2689.87726122984	2009.51572758515	1226.72935945099	-4.49282519693825	0.343789712932636	-13.0685271487998	4.98208056907384e-39	2.40960903661482e-36
ENSMUSG00000022371	Col14a1	chr15:55307749-55520803	990.066066020597	826.178066985194	2.66456390414051	4.00301937765966	455.727929071898	8.17639587022493	0.634271763698475	12.8909977365978	5.05850984556051e-38	2.36502196979439e-35
ENSMUSG00000040856	Dlk1	chr12:109452848-109463336	9453.56378681678	6258.44961983382	536.243485708277	350.931365441497	4149.79706445009	4.14219259453581	0.322709013229326	12.8356891959266	1.03478000263401e-37	4.6818788119176e-35
ENSMUSG00000048534	Jaml	chr9:45079182-45108534	836.117245698958	759.842601752806	38.6361766100374	30.6898152287241	416.321459822631	4.50441420956982	0.356644817870949	12.6299724091315	1.44328836917112e-36	6.32611333312315e-34
ENSMUSG00000026235	Epha4	chr1:77367184-77515088	843.492039486821	897.337929689028	8227.50719500986	8723.91356371296	4673.06268197467	-3.28372433771966	0.261977626867908	-12.5343693542783	4.84197796900905e-36	2.05798736343397e-33
ENSMUSG00000028883	Sema3a	chr5:13396783-13602565	4191.64841917659	6391.1205502986	404.347572453322	345.594006271284	2833.17763704995	3.81642744797398	0.305330657008634	12.4993260924535	7.52867843581158e-36	3.10580128649098e-33
ENSMUSG00000042499	Hoxd11	chr2:74682322-74684168	119.840399052772	53.0683721859102	2599.28208848907	1861.40401061174	1158.39871758487	-4.67756220876193	0.376993294168552	-12.4075475110987	2.37826408743011e-35	9.53072345436994e-33
ENSMUSG00000022197	Pdzd2	chr15:12359710-12592556	59.9201995263862	94.0757506932045	1301.63946717264	2271.04632692558	931.670436079453	-4.54302279865444	0.370036719353502	-12.277221586527	1.20050637858369e-34	4.67730624055969e-32
ENSMUSG00000031548	Sfrp1	chr8:23411501-23449632	2478.85256194542	2002.12495065025	203.172997690714	170.795493446812	1213.7365009333	3.57810495441609	0.296585452233007	12.0643306253775	1.62982132982306e-33	6.17834431678332e-31
