gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	ECT105_R1	ECT105_R2	ECT115_R1	ECT115_R2	ECT125_R1	ECT125_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000035557	Krt17	chr11:100256216-100261029	96.015812739387	74.537165558498	488.82683832046	624.913594420428	3471.8754912878	2629.56821091546	6920.56251072565	4160.70828960921	2308.37598919711	-2.72078543910482	0.333065852193725	315.14408286215	5.24684369502146e-68	3.23730255982824e-65
ENSMUSG00000001655	Hoxc13	chr15:102921102-102928814	18.0029648886351	39.1635954629396	475.711971926496	472.241229167486	974.043708501573	853.674987903835	1615.37200971199	1378.75819999634	728.371083444911	-3.97609491065217	0.346022082052651	283.765565969446	3.24363995499436e-61	1.00066292611576e-58
ENSMUSG00000045545	Krt14	chr11:100203161-100207548	256.042167305032	313.308763703517	1902.84788770598	2063.44761981616	11042.113677286	6799.13405381594	21196.4126465553	12242.1511314865	6976.93224345931	-2.79697648325968	0.325409843947063	274.64732057926	3.04784291556932e-59	6.26839692968756e-57
ENSMUSG00000040055	Gjb6	chr14:57123302-57133611	26.0042826169173	16.4234432586521	54.843986738393	71.120667043296	171.195560888155	238.566107151437	1242.41111923437	857.797032023039	334.795274869282	-1.62236110613153	0.442970186208901	269.337668077218	4.29299784229637e-58	6.62194917174214e-56
ENSMUSG00000009376	Met	chr6:17463799-17573980	3140.51720835078	3560.09716176012	1168.41536964403	1057.32725004367	389.617483400629	495.82582717668	321.886628405844	398.792719872359	1316.55995608176	1.59065691678223	0.239049961238735	234.334687342296	1.59797185015672e-50	1.97189726309339e-48
ENSMUSG00000029026	Trp73	chr4:154056252-154140208	50.0082358017641	64.4304312454813	267.066370204349	307.241281627039	630.176762924502	523.421160466585	1615.37200971199	1208.59500442717	583.28890705111	-2.30964872213435	0.318202465619982	225.248844891998	1.47238552440693e-48	1.51410311426513e-46
ENSMUSG00000023902	Zscan10	chr17:23600855-23611019	572.094217572181	673.361173604736	96.5731070828225	92.9310049365735	65.6741591338182	79.2253117032756	61.1703371324759	56.7210651897228	212.218797044451	2.7189885507189	0.295291878939042	205.085536811346	3.35932059063553e-44	2.96100114917446e-42
ENSMUSG00000047746	Fbxo40	chr16:36963459-36990467	520.085652338346	545.763652902901	141.87900917106	122.327547314469	32.4681236167191	66.7629031207378	7.12664121931758	13.9621083543933	181.296954754743	2.01402048855289	0.377526909590077	183.952024321511	1.23583290231856e-39	8.47232111922834e-38
ENSMUSG00000051397	Tacstd2	chr6:67534061-67535796	166.027342861857	131.387546069217	1585.70657308832	1359.82715386782	1864.70337226021	1540.88780402663	2302.49900060786	1716.46669581823	1333.43818607502	-3.31776942501779	0.275623675721526	171.751250510702	5.32827633249578e-37	3.2875464971499e-35
ENSMUSG00000048251	Bcl11b	chr12:107910402-108003602	218.035908095691	248.878332458036	1291.21820951478	1472.67194557652	1737.78252539485	2112.37825474015	1959.23244854406	1971.27517328591	1376.43409970125	-2.56090708331319	0.238633382908449	167.283692896279	4.90961869785137e-36	2.75384976052209e-34
