gene_id	gene_short_name	locus	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
ENSMUSG00000045545	Krt14	chr11:100203161-100207548	0.121579390692312	-0.0110525501652162	-0.00997285319972709	0.00348504627052544	0.0108251291479623	-0.041823825037402	0.0586868929662143	-0.336478508800415
ENSMUSG00000020159	Gabrp	chr11:33550780-33578959	0.117667475153775	-0.0257997951933948	0.0264679684394909	0.0325548921185882	-0.0361488217266446	-0.0372167269636544	-0.00618446805583222	-0.411065128278568
ENSMUSG00000052217	Hbb-bh1	chr7:103841636-103843164	-0.106633939334962	-0.0335568966961005	0.0711277960271527	-0.0170608541114971	0.264441415329418	-0.0929423167487626	0.0534230588062805	0.496984186299118
ENSMUSG00000032394	Igdcc3	chr9:65141188-65185872	-0.11007623533988	-0.078503088897605	0.0208108358095437	-0.051478911078532	-0.0395184332783638	0.037305315528736	-0.0249259760535786	-0.303992845229934
ENSMUSG00000035557	Krt17	chr11:100256216-100261029	0.117730650941168	-0.00195686028302775	-0.00813665677254146	0.0143819306875021	-0.0375447258682273	-0.0686851899904027	0.000630036128832297	-0.022124557686377
ENSMUSG00000029288	Ambn	chr5:88455990-88468531	0.106324375506501	0.0612067997302299	-0.0559380684183717	0.00819469305374481	0.0600836117651354	-0.0753759416838316	-0.00223353119260161	-0.00166216063777646
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	-0.11113048101628	0.00852411569307345	0.0367661266199139	0.0286964390809128	-0.0594913856950042	-0.0154313235925852	0.0192434315679958	-0.100996979710443
ENSMUSG00000050917	Fgf4	chr7:144847366-144865243	-0.0123864162152093	-0.184008122407656	0.0427603557904579	-0.151073305849697	-0.000456256131671297	0.0112494568491747	-0.0192123842494422	0.0313348754380971
ENSMUSG00000078249	Hmga1b	chr11:120762793-120764419	-0.00660406770367485	0.136986332149917	-0.126717663147539	-0.152076212235919	-0.0445451973057686	0.378214885288201	0.138734611998299	-0.0219677240839742
ENSMUSG00000050328	Hoxc12	chr15:102936756-102938609	0.101633259799007	0.0313948811512086	-0.00323064798799391	0.034162250350837	-0.031344341179728	-0.0408786336647359	0.0303674201193506	0.0154177318271254
ENSMUSG00000092035	Peg10	chr6:4747305-4760517	-0.100826076706698	0.0173546480060654	0.0118259085153858	0.0473928730488566	0.0281915405366926	-0.00849411268480627	0.0452654090785783	0.0199143813319893
ENSMUSG00000046352	Gjb2	chr14:57098599-57104702	0.100505514055448	-0.0101561440066883	0.0277355099074908	-0.050040665493081	0.000172870141020454	0.0321560100585352	-0.0492650856034523	0.0897182730729996
ENSMUSG00000021186	Fbln5	chr12:101746564-101819055	0.0980089601626919	-0.0387844328240415	-0.0233384314261738	0.0304181832432599	-0.0501864232857238	-0.0316450724507115	0.0248188444164313	0.0157015954636035
ENSMUSG00000055609	Hba-x	chr11:32276399-32278116	-0.0839981785552197	-0.0217198615731001	0.0676321436488856	-0.00979830446303564	0.27401517583195	-0.164338938797598	0.0515188145616245	-0.0182139001443944
ENSMUSG00000024659	Anxa1	chr19:20373427-20390944	0.0950174355717926	-0.0464223596295354	0.0202258455826609	-0.0180368948892339	0.0285519192630479	-0.0121169332340094	0.00723105417656666	0.00308602058639543
ENSMUSG00000005917	Otx1	chr11:21994763-22002897	0.0912928299661394	0.0616990617864845	-0.00349713794991065	0.0310311734037282	-0.0102100278168018	0.0128242487722943	-0.0107669755473545	0.0234097550318051
ENSMUSG00000025064	Col17a1	chr19:47646343-47692094	0.0942582630806415	0.0246715630710829	-0.0129740646244171	0.0184897422346925	-0.0369494788189924	0.0212091245261144	-0.0208878817530544	-0.0145573770387716
ENSMUSG00000001819	Hoxd13	chr2:74668309-74671599	0.0637535447811031	-0.0832808183406317	-0.120617513446143	0.115528061169586	0.0457966605724444	0.0353290117705361	0.0493588860343508	-0.00857801008217503
ENSMUSG00000001655	Hoxc13	chr15:102921102-102928814	0.0881629416690092	-0.0326056395106278	0.0132312786357459	-0.0173803050341955	0.0235035568534472	0.0175368138820195	0.0555639267334346	-0.0216736280478653
ENSMUSG00000036030	Prtg	chr9:72806873-72917291	-0.0876666216364662	0.0266909091703797	0.032226911823908	0.00141088328384035	-0.00924344529764036	-0.00769574146560244	-0.0143519961990028	0.0136210896421638
ENSMUSG00000021508	Cxcl14	chr13:56288642-56296551	0.0859977784974572	0.0209082150204477	-0.000661969034255811	-0.0321461530982272	0.00394365055686727	-0.00414462040433446	0.0666400795034785	-0.0292122892040088
ENSMUSG00000001473	Tubb6	chr18:67390716-67402748	-0.0607858052915636	-0.117998369138036	-0.00200867213848015	-0.0598818760576895	-0.00254359914159107	-0.0203840018559773	-0.0197524841065684	-0.0514781072539092
ENSMUSG00000021950	Anxa8	chr14:34085980-34100571	0.0811738099225027	0.0512741785859483	-0.0314918570810976	-0.0255076988358321	0.037374921902285	-0.00837642802396968	-0.0470900445394617	-0.0100298271305345
ENSMUSG00000001823	Hoxd12	chr2:74675012-74677705	0.0458388034200562	-0.0893403071740475	-0.141847122991085	0.0761564888140567	0.0566613520927098	0.0347764598949873	0.0775797466771678	-0.00804241069026044
ENSMUSG00000040055	Gjb6	chr14:57123302-57133611	0.0773961773647758	0.0502288538059624	0.0450471642437566	-0.0367630197000456	-0.0421657960354711	-0.0062745260467256	-0.0465007017434615	-0.0115236980630067
ENSMUSG00000051397	Tacstd2	chr6:67534061-67535796	0.0749116117228975	-0.0610728084330466	-0.00262924034504506	-0.0462585906201506	0.0193724728467734	0.0263333752709637	-0.00692064797036659	0.0921359187314169
ENSMUSG00000034226	Rhov	chr2:119269200-119271272	0.0716881627948982	-0.0712013038864741	0.0258949553008337	-0.0452670235513244	0.0109004041905402	0.0483948599294658	-0.0294584827627836	0.0190881963124728
ENSMUSG00000028681	Ptch2	chr4:117096074-117115383	0.0204726825407909	-0.149234863878452	0.0012055585181428	0.0435228012107275	-0.0578001973488779	-0.130441540886024	0.0112031164975589	0.00893437405175549
ENSMUSG00000001656	Hoxc11	chr15:102954426-102957708	0.0785566179263378	0.0325999738977187	0.00645592879190366	0.00680814379154019	-0.0352921025399129	-0.0549718098800877	0.0368396182120233	-0.021306719704642
ENSMUSG00000009097	Tbx1	chr16:18580978-18590671	0.0797457992199557	0.0134238943901513	0.00333737907806776	0.0175584300769181	-0.0207188347772459	-0.0605409898237661	0.0331996999451674	-0.012893477334226
ENSMUSG00000024619	Cdx1	chr18:61018861-61036199	-0.0765766193121237	0.0442880614930088	-0.00256268962208143	-0.0269433413500995	-0.0184985591436024	0.0191147214811297	0.0018140040015253	-0.00607191672916401
ENSMUSG00000022485	Hoxc5	chr15:103013814-103017429	-0.0781033940952046	-0.0033157442064371	0.0380030641158513	0.0118379053500981	-0.0449239425973823	0.0168415022899827	-0.0245965407773836	-0.013916445844691
ENSMUSG00000022484	Hoxc10	chr15:102966795-102971893	0.0763687214185143	-0.0420002483933457	-0.0119660050064404	-0.00998855443126305	0.0092021034208818	-0.023967241542346	0.0330670879062903	0.0115555224047437
ENSMUSG00000031073	Fgf15	chr7:144896530-144900953	-0.0146287300563621	-0.110418925825762	-0.0004455427527126	-0.179495526242767	0.0564768382278753	0.184059711634302	0.0812105282833471	0.0254019561286946
ENSMUSG00000071192	Wfikkn1	chr17:25877629-25880305	-0.0708789516706702	0.0650324071891406	0.00459338643266242	0.0231179194524615	-0.0446721130809713	-0.0260809378456101	-0.0040749251036664	0.0104329528728559
ENSMUSG00000057454	Lypd3	chr7:24636549-24641118	0.0702748997538175	-0.0533182899561133	-0.00548380580519729	-0.0771715206202978	0.0348521018270608	-0.00500187771652696	-0.00202948647238916	0.014366921567507
