gene_id	gene_short_name	locus	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
ENSMUSG00000032394	Igdcc3	chr9:65141188-65185872	-0.130608094832671	-0.0975998590645597	-0.12690757486984	0.0730826547565315	-0.0288661533893822	-0.00062972135686859	0.0256933677542057	-0.874006494417278
ENSMUSG00000001823	Hoxd12	chr2:74675012-74677705	0.122110215371578	-0.106019518940354	0.00553496337997517	-0.0239649461382569	-0.0461464710046851	0.0390014951263794	0.0153965595061544	-0.00279558331068897
ENSMUSG00000024247	Pkdcc	chr17:83215291-83225070	-0.12373660525924	0.0517055297514064	-0.0113718738561743	0.0411491598935395	0.0542424061857697	-0.0310372438243974	0.107777060478067	0.340834249351929
ENSMUSG00000001819	Hoxd13	chr2:74668309-74671599	0.11137010489257	-0.0829045376478818	0.0437259305689272	0.0100936272525228	-0.0185175118515439	-0.031726357243435	0.0506424592362084	-0.114861822522539
ENSMUSG00000050966	Lin28a	chr4:134003329-134018841	-0.117087533574535	0.041843264709056	-0.0191661207820409	0.0286640842430854	-0.0235079378005949	0.0281217561540448	0.0810104110025471	0.0244002835013917
ENSMUSG00000038203	Hoxa13	chr6:52257693-52260880	0.11039715721697	-0.0825356903495187	-0.0299652664377604	0.0440247134233654	0.00467469900034651	0.0053596335418718	-0.00189369284361317	-0.117407428056002
ENSMUSG00000024521	Pmaip1	chr18:66458603-66465550	0.0898029301864174	-0.130615697101478	0.0640020808899819	-0.00584060760756018	0.0141075454850335	-0.0438197356343435	0.0519062839923552	0.0983730485598026
ENSMUSG00000025927	Tfap2b	chr1:19208913-19238576	0.10040277225641	-0.0609116540420527	-0.00640154128401912	0.0810845146362678	0.0375490608236185	-0.0299914479913064	0.0419850414426503	0.0047814445320285
ENSMUSG00000023232	Serinc2	chr4:130253494-130279205	0.104772652303992	-0.0179219853965469	0.0072557238768046	-0.00486775496623117	0.030641630916332	0.0271115046987238	0.0357762141009416	-0.0276168868216816
ENSMUSG00000027210	Meis2	chr2:115863063-116065839	-0.10043898943635	0.0549110313774104	0.0227089044624814	0.0086346259512808	0.0194351829680686	0.0102684541033529	0.0792923189822689	-0.00462411785225163
ENSMUSG00000040856	Dlk1	chr12:109452848-109463336	-0.101082288489762	0.0240805815602584	-0.00995059415152626	-0.0229064683038952	-0.025806968227971	-0.0542758828993473	0.0142025958130695	0.00542134149239083
ENSMUSG00000029755	Dlx5	chr6:6877804-6882085	0.0888077243444394	0.00515324681191227	0.00446456405120379	0.0430736551852903	-0.0470491072895095	-0.00217632426588579	0.0230197172521278	0.00138053265237556
ENSMUSG00000075334	Rprm	chr2:54084092-54085552	0.0843573235891446	0.0350892708916709	0.0737835038471366	-0.0738541020654581	0.0550995498212983	0.0174504909389188	-0.0254228249283701	-0.00952239850242796
ENSMUSG00000078249	Hmga1b	chr11:120762793-120764419	-0.0291732862667567	0.100596709438429	-0.163079548547183	-0.163386588982353	-0.37955054231191	0.0410036032108964	-0.0682355599192779	0.0258393569428537
ENSMUSG00000063415	Cyp26b1	chr6:84571413-84593908	0.0741357559050745	-0.0850944053361749	-0.0515437146286673	0.0507529210638071	-0.0084951445230816	-0.00251106367169284	-0.0214481274087952	0.0183810982022217
ENSMUSG00000000690	Hoxb6	chr11:96292475-96301569	-0.0810179708611136	0.0616182594564823	0.0224432330256316	-0.0145990605529133	0.00307713205508019	-0.00890808114765631	-0.00289741432271904	-0.00164587894798788
ENSMUSG00000013584	Aldh1a2	chr9:71215788-71296243	0.0295550079291159	0.150883829948276	0.033884295436155	-0.0336796070005566	0.162094732884061	-0.01731543098026	-0.0271738361396917	-0.036678876432112
ENSMUSG00000031734	Irx3	chr8:91798524-91802067	-0.0772057103000788	0.0714774401298567	0.0125524333675546	-0.0203401617581611	0.0155862918848198	-0.0406580125381839	-0.00750573885559505	-0.010779425766161
ENSMUSG00000063804	Lin28b	chr10:45376619-45470201	-0.0845974406931266	-0.0239113559194123	0.0173124194419423	0.0321215238796941	0.0128540596763446	0.0225021895761427	-0.0057501342827334	0.014988522406725
ENSMUSG00000036030	Prtg	chr9:72806873-72917291	-0.0825178260725666	0.0155417193154015	0.00571776222070828	0.0327930553695756	-0.00311490742410465	0.0456643761524321	0.0226340645931293	0.00817037030585656
ENSMUSG00000073940	Hbb-bt	chr7:103812523-103813996	0.0805453206529477	-0.00729368546633293	-0.0360356340635466	0.0396225691962262	0.121065456448425	0.0224848671782985	-0.0388994619550452	-0.0241626249187002
ENSMUSG00000018474	Chd3	chr11:69343272-69369406	0.0785928484334788	-0.0128788976302389	0.0193033720052944	0.0126995447233369	-0.058807256912509	0.06906600659516	0.0106389548581485	0.0240526331529166
ENSMUSG00000020160	Meis1	chr11:18879816-19018985	-0.0755505619947255	0.0414189620929975	0.0268683409233141	0.00270439417403148	0.00510876945368866	0.036053749480834	0.0691169584788395	0.0058031649486217
ENSMUSG00000022485	Hoxc5	chr15:103013814-103017429	-0.073016535580867	0.0550099082470735	0.0240301330363355	-0.0238565270995476	0.0175672463281649	-0.0106882311046986	0.0245047101831692	-0.00990168948994296
ENSMUSG00000001911	Nfix	chr8:84704711-84800344	0.0645617275327492	0.0819518128128088	-0.023234216350139	0.0528199147790181	0.00670780681639314	0.0150542882519511	0.0247109729945123	-0.0132017484722068
