gene_id	gene_short_name	locus	ECT095_R1	ECT095_R2	MES095_R1	MES095_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000022510	Trp63	chr16:25683762-25892102	8406.78776046784	8357.47120590558	19.4946680939127	13.1220320548982	4199.21891663056	-8.98334800036648	0.34331226237132	-26.1666971587815	6.36360398322081e-151	9.12222630994703e-147
ENSMUSG00000025856	Pdgfa	chr5:138976013-138997370	5725.32636383689	6910.32152570092	34.6571877225115	30.9305041294029	3175.30889534743	-7.58545056447759	0.306314368588864	-24.7636132755457	2.21206286872752e-135	1.58549606116045e-131
ENSMUSG00000000303	Cdh1	chr8:106603350-106670246	7254.57192397612	5587.70671119226	29.6030145129786	28.118640117639	3225.00007244975	-7.79507068038266	0.317648119792306	-24.5399553615474	5.53651425982416e-133	2.64553106381931e-129
ENSMUSG00000045394	Epcam	chr17:87635978-87651106	4330.96643758879	4062.38185982076	20.9387175823507	23.4322000980325	2109.42980377248	-7.56906559980132	0.324554134890714	-23.3214271090708	2.68783439933043e-120	9.63252652860045e-117
ENSMUSG00000033227	Wnt6	chr1:74771891-74785322	7423.58524836983	5130.4728612281	20.9387175823507	10.3101680431343	3146.32674880585	-8.61529210561322	0.37757686700908	-22.8173197522878	3.08645290446242e-115	8.84886047709374e-112
ENSMUSG00000053399	Adamts18	chr8:113697125-113848615	4235.08387855774	4923.21775627416	17.3285938612558	31.8677921333242	2301.87450520662	-7.56709514681319	0.338992040012338	-22.3223387385078	2.24247614767908e-110	5.35764926282994e-107
ENSMUSG00000023906	Cldn6	chr17:23679364-23682446	6406.25504576923	4563.24836345943	18.7726433496937	35.6169441490094	2755.97324918184	-7.67989659658551	0.350737938074997	-21.8963954647625	2.8116298943426e-106	5.75781636220016e-103
ENSMUSG00000048562	Sp8	chr12:118846328-118852576	3238.88034150636	3697.86739891493	10.1083464190659	9.372880039213	1739.05724171989	-8.47127375752875	0.397539205002381	-21.3092788105717	9.3118565814229e-101	1.66856830118372e-97
ENSMUSG00000019851	Perp	chr10:18845019-18857073	5449.05458357794	4007.84104272762	18.0506186054748	5.6237280235278	2370.14249323364	-8.58400202858378	0.405135573874408	-21.18797405642	1.23289065677647e-99	1.96372084054341e-96
ENSMUSG00000002799	Jag2	chr12:112907818-112929776	4599.11257725188	5019.57319980538	83.7548703294029	94.6660883960513	2449.27668394568	-5.75528792782874	0.272414947508878	-21.1269167880047	4.49987881427673e-99	6.45057628026569e-96
ENSMUSG00000038560	Sp6	chr11:97013393-97024734	7933.87547778929	7782.06558557295	80.1447466083079	131.220320548982	3981.82653262988	-6.22415640902268	0.295170218039461	-21.0866680600906	1.05430877404728e-98	1.37395602508798e-95
ENSMUSG00000001510	Dlx3	chr11:95120118-95125296	2416.5655132062	2729.76789551169	14.4404948843798	14.0593200588195	1293.70830591527	-7.49522537688303	0.363395806986105	-20.6255141990937	1.61999575792368e-94	1.93521993248633e-91
ENSMUSG00000023391	Dlx2	chr2:71543407-71546754	3068.24188899348	2720.6777593295	15.8845443728178	8.4355920352917	1453.30994618277	-7.85825044498543	0.381372939100588	-20.6051600397185	2.46702784961274e-94	2.72037263263066e-91
ENSMUSG00000015647	Lama5	chr2:180176372-180225859	10415.4461157623	10055.5086447387	280.867625501187	314.928769317557	5266.68778882994	-5.10352534701044	0.251333929297318	-20.3057556187456	1.14371457552414e-91	1.17108203143847e-88
ENSMUSG00000001507	Itga3	chr11:95044473-95076801	11006.9927511403	8685.62512208265	234.658041871172	167.774552701913	5023.762616949	-5.6094288770221	0.282721664382899	-19.8408172548994	1.32290679302491e-87	1.26425792520081e-84
ENSMUSG00000027356	Fermt1	chr2:132904388-132945906	2455.56858806629	2789.76279431414	10.1083464190659	6.5610160274491	1315.50018620674	-8.26915667657368	0.418316695843961	-19.7676945690406	5.64994323395807e-87	5.06199601617431e-84
