gene_id	gene_short_name	locus	ECT115_R1	ECT115_R2	MES115_R1	MES115_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000069919	Hba-a1	chr11:32283510-32284465	47.5697458958644	51.2674145856176	8009.66539344684	5563.53517759597	3418.00943288107	7.10533922534259	0.34011241332438	20.8911493582151	6.44495744942838e-97	8.99329362493237e-93
ENSMUSG00000052187	Hbb-y	chr7:103851748-103853216	162.205035185898	299.059918416103	33790.6732537398	33981.0664957287	17058.2511757676	7.20569555563345	0.349953178063049	20.5904561162043	3.34207961825333e-94	2.33176894965535e-90
ENSMUSG00000054889	Dsp	chr13:38151293-38198577	18146.6883114224	18323.2181034454	360.418522726852	236.71980818018	9266.76118644369	-5.92808835152087	0.308103344746768	-19.2405842149919	1.69289614528702e-82	7.87422427044501e-79
ENSMUSG00000022510	Trp63	chr16:25683762-25892102	7825.61311581966	9568.69673658705	179.798761907017	117.740218728362	4422.96220826052	-5.86153832633934	0.324434480333523	-18.0669401116478	5.80450132963098e-73	2.02490028884177e-69
ENSMUSG00000055609	Hba-x	chr11:32276399-32278116	77.9831899932203	181.877256506119	19103.8237023488	19771.6811513006	9783.84132503718	7.23705628409606	0.403306740613638	17.9442978639156	5.31784513413274e-72	1.48410422003377e-68
ENSMUSG00000040728	Esrp1	chr4:11331932-11386783	3889.80151686183	5406.2709333262	83.7418891073778	63.2079068962785	2360.75556154792	-5.97375078217897	0.337094887906329	-17.7212737318014	2.87332151348727e-70	6.68238806653356e-67
ENSMUSG00000000303	Cdh1	chr8:106603350-106670246	6069.43167717234	8894.89643060465	120.686840184162	79.3197263012123	3791.08366856559	-6.21572858472142	0.354106393194825	-17.5532797604747	5.61423020911822e-69	1.11915669054337e-65
ENSMUSG00000031871	Cdh5	chr8:104101624-104144511	14.8168060987119	8.54456909760293	3283.99565126972	2245.73975090307	1388.27419434228	7.83732073096314	0.448058965436088	17.4917172415805	1.65688504196914e-68	2.89002173445467e-65
ENSMUSG00000052217	Hbb-bh1	chr7:103841636-103843164	24.9546207978305	59.8119836832205	5435.8338017642	6558.74986853149	3019.83756869419	7.1786255348115	0.412612640663054	17.397977733488	8.54673658318818e-68	1.32512402535342e-64
ENSMUSG00000035557	Krt17	chr11:100256216-100261029	3669.10908918101	3605.80815918844	79.6368945432907	48.3354582148012	1850.72240028189	-5.81103809601528	0.338325087599852	-17.1759006618161	4.0235890148363e-66	5.61451611130257e-63
ENSMUSG00000006574	Slc4a1	chr11:102348823-102365280	7.79831899932203	13.4271800105189	1820.15458971624	2229.62793149814	1017.75200505606	7.63323301008189	0.446927820084447	17.0793418244574	2.11490992400857e-65	2.68285937087415e-62
ENSMUSG00000023039	Krt7	chr15:101411102-101430313	1880.17471073654	2236.23579811551	36.9449510767843	26.0267851925853	1044.84556128036	-6.00922510323497	0.356897172270362	-16.8374130425522	1.29787766858692e-63	1.50921541562182e-60
ENSMUSG00000044338	Aplnr	chr2:85136224-85139923	14.8168060987119	8.54456909760293	2102.57821572544	1658.27802798472	946.054404726618	7.27909890759389	0.434517035720037	16.7521600057216	5.46070401585223e-63	5.86143567978477e-60
ENSMUSG00000019851	Perp	chr10:18845019-18857073	6456.22829953871	6645.23345247862	127.254831486702	65.6866483431914	3323.60080796181	-6.07103523884252	0.362648670864125	-16.7408175642182	6.60744040338996e-63	6.58573024206453e-60
ENSMUSG00000044243	Bhlha9	chr11:76672469-76673676	2334.81670839702	3172.47644066714	53.3649293331329	37.1811217036933	1399.45980002525	-5.91010927613983	0.358083142292408	-16.5048520248788	3.38561948381169e-61	3.14952895180722e-58
ENSMUSG00000027210	Meis2	chr2:115863063-116065839	1452.04699767376	1747.97470682391	21.3459717332532	24.7874144691288	811.538772675014	-6.1267560615431	0.372804498636511	-16.4342331810668	1.08792114037603e-60	9.48803224550441e-58
ENSMUSG00000023391	Dlx2	chr2:71543407-71546754	4104.25528934318	5376.9752678487	117.402844532892	75.601614130843	2418.55875396391	-5.60734366446606	0.342948080361027	-16.3504156622283	4.32022932443968e-60	3.54614588195478e-57
ENSMUSG00000027009	Itga4	chr2:79255499-79333123	6190.30562166183	6380.35181045293	221.669706460706	293.730861459177	3271.51450000866	-4.61216225001371	0.286992017689192	-16.0706987154208	4.09445086141798e-58	3.17410929556814e-55
ENSMUSG00000045394	Epcam	chr17:87635978-87651106	5621.02833471132	7277.53156570124	165.020781476303	97.9102871530589	3290.37274226048	-5.60707060703144	0.351254102202208	-15.9630039104955	2.3132457729161e-57	1.69889639554059e-54
