gene_id	gene_short_name	locus	ECT105_R1	ECT105_R2	MES105_R1	MES105_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000015647	Lama5	chr2:180176372-180225859	14665.9560444092	16389.6896915528	264.77915050716	222.452486772523	7885.71934331043	-5.98977746640524	0.25235096006977	-23.7359012414662	1.53648975101529e-124	2.1699844753589e-120
ENSMUSG00000025856	Pdgfa	chr5:138976013-138997370	6470.06305031106	6338.97900484371	83.5247534861641	55.8925846162117	3237.11484831429	-6.49805034747599	0.291083231972701	-22.3236848905312	2.17596108953394e-110	1.53655492337439e-106
ENSMUSG00000038560	Sp6	chr11:97013393-97024734	9003.39140816366	7542.63746910304	85.7975358939509	52.539029539239	4171.09136067497	-6.87627978232065	0.309178006303366	-22.2405204837683	1.39330784583986e-109	6.55922890226547e-106
ENSMUSG00000019851	Perp	chr10:18845019-18857073	6563.62347261812	5270.74566032553	60.2287338063496	40.2426609236724	2983.71013191842	-6.85190164632162	0.309497304196742	-22.1388088148451	1.33724123608238e-108	4.42745826469455e-105
ENSMUSG00000027356	Fermt1	chr2:132904388-132945906	3241.5087851614	3482.05067878443	34.6599317187484	29.0641440004301	1696.82088491625	-6.70271048857864	0.302856379480813	-22.1316470205089	1.56746380538645e-108	4.42745826469455e-105
ENSMUSG00000002799	Jag2	chr12:112907818-112929776	7234.37973100409	7773.40187314196	144.889878496407	114.020872617072	3816.67308881488	-5.84740020669531	0.265476167127124	-22.0260834333022	1.61989255121697e-107	3.81295708347289e-104
ENSMUSG00000045394	Epcam	chr17:87635978-87651106	7958.39346054947	7543.72087006097	109.093555573765	70.4246566164268	3920.40813570016	-6.4118912882	0.293203085859626	-21.8684304409735	5.19127448665222e-106	1.04737670821413e-102
ENSMUSG00000051920	Rspo2	chr15:43020793-43170826	3824.46218568999	3965.24750602085	52.2739953790959	36.8891058466997	1969.71819823416	-6.42045572908654	0.298140926618909	-21.5349693914829	7.32429550523457e-103	1.29301281775535e-99
ENSMUSG00000037016	Frem2	chr3:53513937-53657355	9181.87590610328	9121.15266480588	227.846436380625	183.327677541174	4678.55067120774	-5.46999145357384	0.256034343018052	-21.3642880447026	2.87197927682418e-101	4.50677370295421e-98
ENSMUSG00000040728	Esrp1	chr4:11331932-11386783	4138.24944819673	4430.02651697247	53.978582184936	32.4176990774028	2163.66806160788	-6.59351205933284	0.314683767364476	-20.9528191255447	1.76846129259252e-97	2.49759788352841e-94
ENSMUSG00000022510	Trp63	chr16:25683762-25892102	8626.27093671061	8606.53720978951	108.525359971819	58.1282880008602	4349.8654486182	-6.6665600001886	0.32176608283262	-20.7186535681466	2.3517013570333e-95	3.0193707513983e-92
ENSMUSG00000084128	Esrp2	chr8:106130318-106136974	2269.91978428043	2291.39302602024	22.7278240778678	19.003478769512	1150.76102828701	-6.74942364396269	0.328930793460155	-20.5192818007788	1.44836211195072e-93	1.70460150892334e-90
ENSMUSG00000031906	Smpd3	chr8:106252547-106337988	3170.97862065301	2432.23515055104	25.0006064856546	25.7105889234574	1413.48124165329	-6.79061322042937	0.331632059462963	-20.4763472850783	3.4993660277968e-93	3.80165741619802e-90
ENSMUSG00000023906	Cldn6	chr17:23679364-23682446	5986.4276365392	4309.76901064233	62.5015162141364	42.4783643083209	2600.294131926	-6.59140245484237	0.322295614009874	-20.4514184131604	5.83535889362462e-93	5.88662668961861e-90
ENSMUSG00000030849	Fgfr2	chr7:130162450-130266263	4466.43062182763	5098.48490801478	121.025663214646	126.317241232638	2453.06460857243	-5.27519187165934	0.261017539518591	-20.2101049660826	7.97781474117153e-91	7.51137850597103e-88
ENSMUSG00000053399	Adamts18	chr8:113697125-113848615	5433.70144937136	6531.82437535511	46.5920393596289	17.8856270771877	3007.50087279082	-7.47261202249514	0.376572332284305	-19.8437627564562	1.24762062124718e-87	1.10125912711712e-84
ENSMUSG00000026638	Irf6	chr1:193153110-193172023	2969.46386491473	3445.21504621483	34.0917361168017	16.7677753848635	1616.38460565781	-6.91339802094523	0.351771002123772	-19.6531208633073	5.43651473047189e-86	4.51646456108556e-83
ENSMUSG00000020122	Egfr	chr11:16752202-16918158	2036.738424069	2297.89343176782	27.841584495388	32.4176990774028	1098.7227848524	-6.18512235593525	0.315041379764988	-19.6327300259705	8.1230576539604e-86	6.37344129149348e-83
ENSMUSG00000040998	Npnt	chr3:132881744-132950291	4680.89989757766	4506.94798498544	124.434836826326	93.8995421552357	2351.54556538617	-5.38255015443049	0.274636467714186	-19.5988180274446	1.58257234588618e-85	1.17635101268161e-82
ENSMUSG00000034687	Fras1	chr5:96373954-96784728	8888.24011917036	8764.71374964718	234.096588002038	158.734940310041	4511.44634928241	-5.48026421050478	0.280939474809334	-19.5069212478029	9.58858177897232e-85	6.77097702322131e-82
ENSMUSG00000037188	Grhl3	chr4:135541887-135573630	1961.89008622335	1958.78893193598	21.0232372720277	14.532072000215	989.058581857894	-6.73740595721124	0.346315977641491	-19.4545051114732	2.66917194229305e-84	1.79508168290499e-81
ENSMUSG00000041911	Dlx1	chr2:71528112-71533980	2383.63168216132	3131.02876841537	23.2960196798145	12.2963686155666	1387.56320971802	-7.2044751406427	0.370789283311245	-19.4301061678613	4.29472874156327e-84	2.75702063714082e-81
ENSMUSG00000027315	Spint1	chr2:119237361-119249527	3329.31164301879	2702.00198907541	56.8195601946695	43.5962160006451	1532.93235207238	-5.88884288350947	0.303930779929177	-19.3756054746469	1.23994443824211e-83	7.61379795708404e-81
ENSMUSG00000026185	Igfbp5	chr1:72857931-72874884	97816.7018264713	86296.136501934	1082.9808173104	503.033261545905	46424.7131018154	-6.85604131373772	0.354372998819796	-19.346963049022	2.16212663766356e-83	1.2723214376551e-80
ENSMUSG00000032265	Fam46a	chr9:85320438-85327348	2285.75308651701	2391.06591414973	16.4776724564541	6.70711015394541	1175.00094581928	-7.53864910040663	0.38971009133685	-19.3442491431163	2.27899371387762e-83	1.28744912884374e-80
ENSMUSG00000031995	St14	chr9:31089401-31131853	8496.72573659314	5670.5206138014	82.9565578842174	45.8319193852936	3574.00870691601	-6.75499101825418	0.35113674940875	-19.2374937389161	1.79689167786264e-82	9.76057737171311e-80
ENSMUSG00000018166	Erbb3	chr10:128567522-128589652	1705.67846821326	1816.86340644726	22.7278240778678	19.003478769512	891.068294376974	-6.37725539909598	0.335031629838686	-19.0347860653233	8.78505141627405e-81	4.59523263526068e-78
ENSMUSG00000036856	Wnt4	chr4:137277488-137299726	1897.11748616462	1674.93788095853	21.5914328739744	22.3570338464847	904.000958460903	-6.34884441240385	0.333679239853738	-19.0267887663217	1.02334770713554e-80	5.16169273852688e-78
