gene_id	gene_short_name	locus	ECT125_R1	ECT125_R2	MES125_R1	MES125_R2	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000025064	Col17a1	chr19:47646343-47692094	23466.6653972821	20486.3143116565	25.0617197369251	18.4982040968518	10999.1349081931	-9.95828594378761	0.354453385473484	-28.094768880498	1.13492228935353e-173	1.66027781709528e-169
ENSMUSG00000022510	Trp63	chr16:25683762-25892102	12222.7535402601	13974.8626662814	25.0617197369251	16.1859285847453	6559.71596371578	-9.28184031804512	0.364316802474522	-25.4773874139231	3.51105380983539e-143	2.5681603092041e-139
ENSMUSG00000026185	Igfbp5	chr1:72857931-72874884	72130.4180544751	97233.5515090562	540.039638202129	456.674413641028	42590.1709038436	-7.40774580115777	0.296557992459921	-24.9790799422103	1.03201585030954e-137	5.03245329139277e-134
ENSMUSG00000054889	Dsp	chr13:38151293-38198577	29998.518507864	29172.7888735571	156.837858998822	79.7735051676732	14851.9796863969	-7.95597375924022	0.360550779033741	-22.0661671583733	6.68217356290134e-108	2.44383792629209e-104
ENSMUSG00000002980	Bcam	chr7:19756130-19771016	20386.2931784659	15423.22738588	84.0780275045231	40.4648214618632	8983.51585332806	-8.15006216472651	0.384985820672155	-21.1697723061518	1.81431818194403e-99	5.30833213673185e-96
ENSMUSG00000002799	Jag2	chr12:112907818-112929776	7763.49129809975	8628.29238940393	129.35081154542	135.268117458229	4164.10065412683	-5.9538770689919	0.281363691403259	-21.1607867358358	2.19529078879725e-99	5.35248482488583e-96
ENSMUSG00000026638	Irf6	chr1:193153110-193172023	4364.78274056085	4389.6592270913	34.7630306028316	24.2788928771179	2203.37097278303	-7.19191526143152	0.343155555816008	-20.9581781193357	1.58020545728772e-97	3.30240366209458e-94
ENSMUSG00000015647	Lama5	chr2:180176372-180225859	19924.9608373223	27043.5689438907	246.574984508457	323.718571694906	11884.7058343541	-6.36625846402761	0.312457664684139	-20.3747873186699	2.79928857949867e-92	5.11884907868576e-89
ENSMUSG00000038560	Sp6	chr11:97013393-97024734	5609.18842829485	4553.06447750756	7.27598314942988	13.8736530726388	2545.85063550612	-8.96330971511106	0.441655695738472	-20.294790266712	1.42963414909293e-91	2.32379088523117e-88
ENSMUSG00000046352	Gjb2	chr14:57098599-57104702	6300.33577332906	4458.98266666183	30.7208177420373	39.30868370581	2707.33698535969	-7.27522860653883	0.359768787770328	-20.2219560280011	6.27453711725182e-91	9.17902034882769e-88
ENSMUSG00000025856	Pdgfa	chr5:138976013-138997370	4220.9355714589	4817.9790501521	63.0585206283923	65.8998520950344	2291.96824858361	-6.13270718310953	0.304617664880543	-20.1324738849748	3.83369217333803e-90	5.09846207306928e-87
